ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Money_spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_accepted,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
2815,50,1975,Graduation,Married,"₹ 33,183.00",1,0,24-02-2014,46,120,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,3,11,0
2826,58,1967,Graduation,Married,"₹ 22,574.00",2,1,28-10-2013,28,37,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
2829,70,1955,Graduation,Married,"₹ 65,210.00",0,1,10-03-2014,25,731,626,0,70,0,7,28,2,9,3,8,6,2,0,1,0,1,0,0,3,11,0
2831,49,1976,Graduation,Together,"₹ 78,416.00",0,1,27-06-2014,99,"1,179.00",453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,3,11,0
2836,53,1972,PhD,Married,"₹ 43,269.00",1,0,16-09-2013,61,19,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
2849,46,1979,Graduation,Single,"₹ 60,474.00",0,1,01-04-2013,25,"1,180.00",265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,3,11,0
2853,45,1980,Graduation,Single,"₹ 51,766.00",1,0,11-03-2014,74,275,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,3,11,0
2861,42,1983,Graduation,Single,"₹ 24,072.00",1,0,16-04-2013,79,23,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
2863,55,1970,Graduation,Single,,1,2,23-08-2013,67,"1,052.00",738,20,172,52,50,20,6,2,3,10,7,2,0,1,0,1,0,0,3,11,0
2868,76,1949,PhD,Single,"₹ 26,518.00",1,1,08-04-2013,33,57,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,0,3,11,1
2870,52,1973,Graduation,Married,"₹ 49,094.00",0,1,21-09-2012,6,502,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,3,11,0
2874,37,1988,2n Cycle,Divorced,"₹ 35,388.00",1,0,07-03-2013,20,32,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2875,47,1978,Graduation,Married,"₹ 67,023.00",0,0,04-03-2014,93,906,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,0,1,3,11,0
2877,51,1974,Master,Together,"₹ 46,014.00",1,1,21-01-2013,21,541,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,3,11,0
2878,78,1947,PhD,Married,"₹ 67,472.00",0,1,28-09-2013,93,414,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,3,11,0
2882,50,1975,2n Cycle,Divorced,"₹ 67,893.00",0,1,01-10-2012,31,995,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,3,11,0
2886,54,1971,Master,Divorced,"₹ 74,290.00",0,1,12-08-2013,70,"1,217.00",1121,0,72,0,12,12,4,10,8,10,6,2,0,1,0,1,0,0,3,11,0
2891,62,1963,Graduation,Divorced,"₹ 68,118.00",0,1,18-10-2013,51,928,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,3,11,0
2894,40,1985,Graduation,Single,"₹ 72,903.00",0,0,29-10-2013,74,"2,013.00",1067,138,750,0,19,39,1,7,5,8,4,3,0,1,1,1,0,0,3,11,1
2895,62,1963,Graduation,Single,"₹ 49,980.00",0,1,23-10-2013,79,195,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,3,11,0
2902,67,1958,Graduation,Together,,1,1,03-09-2012,87,45,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0
2909,51,1974,PhD,Married,"₹ 78,128.00",0,1,19-02-2014,89,"1,264.00",934,24,230,16,24,36,2,8,4,6,3,2,0,1,1,0,0,0,3,11,0
2918,44,1981,Graduation,Divorced,"₹ 28,510.00",1,1,13-04-2013,72,91,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,3,11,0
2920,50,1975,PhD,Single,"₹ 52,614.00",0,1,01-12-2012,63,990,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,3,11,0
2926,73,1952,Master,Together,"₹ 55,951.00",0,1,23-08-2012,62,"1,374.00",1241,0,80,0,13,40,3,3,6,11,8,2,0,1,0,0,1,0,3,11,0
2928,50,1975,PhD,Single,"₹ 52,614.00",0,1,01-12-2012,63,990,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,3,11,0
2929,49,1976,Graduation,Single,"₹ 20,180.00",0,0,20-02-2013,27,137,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,3,11,0
2930,47,1978,Master,Single,"₹ 68,092.00",0,0,16-12-2013,7,"1,281.00",852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,3,11,0
2931,47,1978,Graduation,Divorced,"₹ 71,847.00",0,0,21-09-2012,95,"1,192.00",737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,1,0,0,3,11,0
2936,43,1982,Master,Together,"₹ 23,661.00",1,0,04-12-2013,46,23,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
2937,51,1974,PhD,Single,"₹ 68,352.00",0,1,28-08-2013,47,871,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,3,11,0
2939,55,1970,Master,Together,"₹ 79,419.00",0,0,22-06-2014,96,"1,631.00",751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,3,11,0
2942,61,1964,Graduation,Single,"₹ 45,906.00",0,1,07-05-2013,20,486,305,3,27,4,3,144,2,5,4,4,5,1,1,0,0,0,0,0,3,11,0
2945,70,1955,PhD,Together,"₹ 46,015.00",1,1,13-04-2014,25,46,38,0,2,0,0,6,1,1,0,3,7,2,1,0,0,0,1,0,3,11,0
2948,71,1954,Master,Divorced,"₹ 62,637.00",0,1,01-03-2014,76,185,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,3,11,0
2952,48,1977,Master,Single,"₹ 36,273.00",1,0,16-04-2014,80,76,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,3,11,0
2958,47,1978,Graduation,Married,"₹ 28,442.00",2,0,24-02-2014,53,57,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,3,11,0
2961,43,1982,Graduation,Married,"₹ 42,081.00",1,0,26-02-2013,86,382,175,10,110,54,6,27,2,6,3,4,6,1,1,0,0,0,0,0,3,11,0
2963,46,1979,Graduation,Together,"₹ 75,507.00",0,0,02-05-2014,56,"1,440.00",709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,3,11,0
2964,44,1981,Graduation,Married,"₹ 26,872.00",0,0,16-10-2013,0,72,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,3,11,0
2968,82,1943,PhD,Divorced,"₹ 48,948.00",0,0,01-02-2013,53,902,437,8,206,160,49,42,2,7,10,5,6,1,1,0,0,0,0,0,3,11,1
2975,49,1976,Graduation,Together,"₹ 85,606.00",0,1,12-11-2012,89,"1,956.00",717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,1,0,0,3,11,0
2980,73,1952,Master,Single,"₹ 8,820.00",1,1,22-03-2013,52,35,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,3,11,0
2986,49,1976,Graduation,Married,"₹ 30,772.00",1,1,12-03-2014,89,20,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
2995,68,1957,Master,Together,"₹ 66,636.00",0,0,17-08-2013,64,"1,084.00",291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,3,11,0
3005,33,1992,Graduation,Single,"₹ 83,528.00",0,0,01-05-2014,7,"1,650.00",530,117,678,134,44,147,1,4,10,8,1,2,1,0,0,1,0,0,3,11,1
3006,49,1976,Graduation,Divorced,"₹ 30,992.00",1,0,22-04-2013,83,43,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
3007,59,1966,Graduation,Together,"₹ 37,758.00",1,1,04-10-2012,49,40,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3009,63,1962,PhD,Widow,"₹ 71,670.00",0,0,09-07-2013,8,"1,766.00",1462,16,128,0,0,160,1,5,3,6,6,3,0,1,1,0,1,0,3,11,1
3010,36,1989,Master,Together,"₹ 88,420.00",0,0,02-05-2014,87,"2,069.00",957,153,612,99,95,153,1,4,7,8,1,3,1,0,1,1,0,0,3,11,0
3011,60,1965,Graduation,Married,"₹ 69,139.00",0,1,27-01-2014,23,227,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,3,11,0
3025,67,1958,Graduation,Single,"₹ 49,967.00",0,1,08-07-2013,4,306,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,3,11,0
3032,41,1984,Graduation,Married,"₹ 24,570.00",1,0,27-02-2013,97,193,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,3,11,0
3033,62,1963,Master,Together,"₹ 38,620.00",0,0,11-05-2013,56,318,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,3,11,0
3037,42,1983,PhD,Married,"₹ 50,150.00",0,0,20-06-2013,32,410,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,3,11,0
3050,59,1966,Graduation,Married,"₹ 54,198.00",1,1,17-12-2013,13,235,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,3,11,0
3056,47,1978,Graduation,Divorced,"₹ 63,693.00",0,1,14-10-2013,63,"1,150.00",587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,3,11,0
3066,50,1975,PhD,Together,"₹ 61,905.00",0,1,04-02-2014,2,231,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,3,11,0
3068,35,1990,Graduation,Married,"₹ 18,351.00",0,0,29-10-2013,1,43,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,3,11,0
3074,41,1984,PhD,Married,"₹ 70,643.00",0,0,15-10-2012,66,"1,828.00",1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,0,3,11,1
3075,53,1972,PhD,Married,"₹ 59,973.00",0,0,11-09-2013,47,382,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,3,11,0
3076,50,1975,Graduation,Together,"₹ 66,653.00",1,1,07-09-2012,18,612,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,3,11,0
3081,47,1978,PhD,Married,"₹ 41,014.00",1,0,22-04-2013,65,20,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
3083,51,1974,Graduation,Married,"₹ 45,837.00",1,1,26-07-2013,88,373,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,3,11,0
3091,44,1981,2n Cycle,Together,"₹ 75,774.00",1,0,02-05-2014,27,823,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,3,11,0
3099,55,1970,Graduation,Divorced,"₹ 44,267.00",1,1,25-02-2013,48,310,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,3,11,0
3102,44,1981,2n Cycle,Together,"₹ 19,414.00",1,0,16-10-2013,32,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3104,64,1961,Graduation,Single,"₹ 82,332.00",0,0,17-09-2012,89,"2,006.00",830,59,968,51,79,19,1,5,3,12,2,1,0,0,1,0,0,0,3,11,1
3107,49,1976,Graduation,Together,"₹ 71,322.00",0,1,02-05-2014,31,350,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,3,11,0
3112,48,1977,Master,Married,"₹ 22,701.00",1,0,05-09-2013,2,24,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0
3117,70,1955,Graduation,Single,,0,1,18-10-2013,95,450,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,3,11,0
3120,44,1981,Graduation,Together,"₹ 38,547.00",1,0,28-08-2013,49,22,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,1,3,11,0
3129,42,1983,Graduation,Married,"₹ 30,096.00",1,0,22-05-2014,30,45,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,3,11,0
3130,61,1964,Graduation,Single,"₹ 18,701.00",1,1,04-06-2013,95,44,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,3,11,0
3136,63,1962,Master,Divorced,"₹ 59,432.00",0,1,13-04-2013,88,663,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,3,11,0
3138,69,1956,Graduation,Single,"₹ 91,249.00",0,0,20-10-2012,84,"1,676.00",1324,27,119,71,108,27,0,7,9,6,4,4,0,1,1,1,1,0,3,11,1
3139,43,1982,2n Cycle,Single,"₹ 74,116.00",0,0,30-12-2013,53,"2,052.00",871,111,704,145,55,166,1,4,4,10,2,1,0,1,0,0,0,0,3,11,0
3152,68,1957,Graduation,Together,"₹ 26,091.00",1,1,25-02-2014,84,89,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,3,11,0
3153,68,1957,PhD,Single,"₹ 40,737.00",2,1,08-12-2013,24,17,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
3158,52,1973,Graduation,Married,"₹ 32,300.00",1,0,03-01-2013,1,39,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3170,68,1957,Master,Together,"₹ 68,148.00",0,0,31-08-2013,86,"1,042.00",389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,3,11,0
3174,66,1959,Graduation,Together,"₹ 87,771.00",0,1,22-05-2013,61,"1,957.00",1492,38,287,50,57,33,1,5,10,4,6,4,0,1,1,1,1,0,3,11,1
3179,45,1980,Graduation,Single,"₹ 81,741.00",0,0,16-06-2013,75,"1,572.00",249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,3,11,0
3182,52,1973,PhD,Single,"₹ 46,854.00",1,1,31-03-2014,81,263,96,1,79,7,1,79,6,5,1,3,8,1,1,0,0,0,0,0,3,11,1
3194,51,1974,PhD,Single,"₹ 71,466.00",0,0,05-04-2014,86,"1,230.00",412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,3,11,0
3197,45,1980,Graduation,Married,"₹ 77,353.00",0,1,16-12-2013,38,670,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,3,11,0
3202,38,1987,PhD,Married,"₹ 51,563.00",0,0,01-10-2012,60,"1,250.00",1166,0,48,0,0,36,1,4,4,10,8,2,0,1,1,0,0,0,3,11,0
3220,42,1983,Graduation,Married,"₹ 39,922.00",1,0,14-02-2013,30,156,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,3,11,0
3225,41,1984,Master,Married,"₹ 42,207.00",1,0,01-04-2013,71,265,116,11,72,3,17,46,4,4,1,5,6,1,1,0,0,0,0,0,3,11,1
3231,52,1973,Graduation,Married,"₹ 37,971.00",1,0,25-11-2013,97,30,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3233,60,1965,PhD,Married,"₹ 62,745.00",0,1,23-03-2013,89,"1,117.00",562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,3,11,0
3254,54,1971,Graduation,Married,"₹ 70,886.00",1,0,14-10-2013,65,960,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,3,11,0
3262,67,1958,Graduation,Single,"₹ 68,281.00",0,0,07-08-2012,31,"1,655.00",995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,0,3,11,1
3265,66,1959,Graduation,Married,"₹ 35,701.00",0,0,19-03-2013,36,46,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0
3266,61,1964,Graduation,Married,"₹ 42,523.00",0,0,23-04-2014,96,125,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,3,11,0
3267,62,1963,Master,Together,"₹ 57,288.00",0,1,25-06-2014,27,608,527,0,21,0,0,60,3,8,1,8,6,1,0,1,0,0,0,0,3,11,0
3270,47,1978,2n Cycle,Together,"₹ 17,117.00",1,0,17-01-2013,96,128,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,3,11,0
3276,49,1976,2n Cycle,Together,"₹ 36,301.00",1,0,25-10-2013,53,78,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,3,11,0
3277,70,1955,Graduation,Divorced,"₹ 49,431.00",0,1,03-08-2012,9,365,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,3,11,0
3281,65,1960,PhD,Married,"₹ 49,154.00",1,1,03-11-2013,69,411,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,3,11,0
3283,53,1972,2n Cycle,Married,"₹ 70,932.00",0,1,19-01-2014,57,909,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,3,11,0
3286,58,1967,PhD,Divorced,"₹ 26,642.00",1,0,01-03-2014,71,42,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,3,11,0
3298,69,1956,Master,Married,"₹ 52,973.00",0,1,08-11-2012,92,"1,152.00",856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,3,11,0
3308,73,1952,Graduation,Married,"₹ 35,704.00",1,1,03-01-2014,54,94,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,3,11,0
3310,52,1973,2n Cycle,Married,"₹ 35,688.00",2,1,22-08-2012,94,211,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,3,11,0
3312,37,1988,Graduation,Single,"₹ 34,176.00",1,0,12-05-2014,12,89,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,3,11,0
3321,58,1967,PhD,Together,"₹ 56,575.00",0,2,05-05-2013,42,542,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,3,11,0
3332,40,1985,Graduation,Single,"₹ 29,760.00",1,0,29-08-2012,87,165,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,3,11,0
3334,74,1951,Graduation,Married,"₹ 94,642.00",0,0,12-02-2014,35,"2,211.00",879,143,797,106,143,143,0,5,7,9,1,2,0,0,1,1,0,0,3,11,0
3336,77,1948,PhD,Together,"₹ 66,375.00",0,1,21-11-2013,96,948,712,0,45,0,0,191,3,2,4,5,7,1,1,0,0,0,0,0,3,11,0
3340,48,1977,Graduation,Married,"₹ 42,014.00",1,0,17-08-2012,56,436,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,0,3,11,1
3363,51,1974,2n Cycle,Married,"₹ 20,130.00",0,0,17-03-2014,99,34,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
3376,55,1970,Master,Divorced,"₹ 55,282.00",1,0,13-12-2013,9,235,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,3,11,0
3381,72,1953,Master,Married,"₹ 54,348.00",1,1,08-06-2014,51,90,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,3,11,0
3386,33,1992,Graduation,Married,"₹ 34,935.00",0,0,21-06-2013,71,137,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,3,11,0
3388,58,1967,Graduation,Divorced,"₹ 70,844.00",1,1,30-10-2013,16,294,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,3,11,0
3389,55,1970,Graduation,Married,"₹ 69,016.00",0,1,22-11-2012,61,"1,533.00",726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,3,11,0
3403,67,1958,PhD,Together,"₹ 78,952.00",0,1,24-09-2012,11,"2,092.00",1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,3,11,0
3406,61,1964,Graduation,Single,"₹ 45,989.00",0,1,22-10-2012,97,322,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,3,11,0
3409,41,1984,Graduation,Single,"₹ 36,108.00",1,0,15-10-2013,68,339,141,8,129,3,11,47,3,7,1,4,9,1,1,0,0,0,0,0,3,11,0
3412,74,1951,Master,Married,"₹ 67,381.00",0,1,15-01-2013,67,957,815,8,53,11,0,70,4,2,2,9,7,1,0,1,0,0,0,0,3,11,0
3421,57,1968,Master,Divorced,"₹ 63,841.00",0,1,21-04-2013,64,908,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,3,11,0
3422,50,1975,Graduation,Married,"₹ 76,068.00",0,1,29-11-2012,67,"1,376.00",1115,12,128,33,12,76,1,2,3,4,6,2,0,1,0,0,1,0,3,11,0
3426,50,1975,Graduation,Divorced,"₹ 70,300.00",1,0,15-07-2013,89,"1,596.00",1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,3,11,0
3427,70,1955,PhD,Married,"₹ 59,821.00",0,1,12-04-2013,11,734,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,3,11,0
3428,34,1991,PhD,Together,"₹ 68,682.00",0,0,06-10-2013,56,"1,598.00",919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,3,11,0
3433,70,1955,2n Cycle,Married,"₹ 72,635.00",0,0,03-06-2013,54,981,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,1,0,0,3,11,0
3434,74,1951,Graduation,Single,"₹ 80,872.00",0,0,12-05-2014,60,"1,336.00",483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,3,11,0
3436,56,1969,Graduation,Married,"₹ 14,045.00",1,0,26-01-2014,24,20,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,3,11,0
3439,53,1972,Graduation,Married,"₹ 56,721.00",1,1,31-10-2012,64,296,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,3,11,0
3445,69,1956,Graduation,Single,"₹ 60,714.00",0,0,17-01-2013,56,957,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,0,3,11,1
3463,50,1975,PhD,Married,"₹ 69,283.00",0,1,14-06-2014,41,904,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,3,11,0
3469,48,1977,PhD,Divorced,"₹ 34,487.00",1,1,06-09-2012,94,103,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,3,11,0
3478,54,1971,PhD,Married,"₹ 60,585.00",1,1,24-06-2013,17,736,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,0,3,11,1
3479,75,1950,Graduation,Single,"₹ 16,813.00",0,0,19-07-2013,49,50,4,8,11,12,2,13,1,2,0,3,7,1,1,0,0,0,0,0,3,11,0
3483,67,1958,Graduation,Married,"₹ 48,192.00",0,0,06-04-2013,76,"1,526.00",1039,43,204,153,58,29,3,2,8,12,8,3,0,1,0,1,1,0,3,11,1
3491,50,1975,Graduation,Together,"₹ 55,914.00",0,1,29-04-2013,32,"1,260.00",384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,3,11,0
3498,49,1976,PhD,Married,"₹ 55,424.00",0,1,25-11-2012,6,877,462,61,184,10,53,107,4,7,5,9,6,1,1,0,0,0,0,0,3,11,1
3503,75,1950,Graduation,Divorced,"₹ 82,460.00",0,0,02-12-2013,78,974,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,3,11,0
3507,55,1970,Graduation,Single,"₹ 76,467.00",1,0,17-08-2012,44,"1,575.00",676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,0,3,11,1
3515,73,1952,Graduation,Single,"₹ 62,307.00",0,1,17-02-2014,94,160,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,3,11,0
3517,73,1952,Graduation,Single,"₹ 40,887.00",1,1,06-05-2013,32,161,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,0,3,11,1
3518,42,1983,Graduation,Married,"₹ 25,271.00",1,0,05-12-2012,45,50,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,3,11,0
3520,35,1990,Master,Single,"₹ 91,172.00",0,0,27-03-2013,94,"1,092.00",162,28,818,0,28,56,0,4,3,7,3,4,1,0,1,1,1,0,3,11,1
3523,63,1962,Graduation,Together,"₹ 75,072.00",0,1,23-01-2013,83,"1,073.00",583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,3,11,0
3524,54,1971,Master,Single,"₹ 39,763.00",1,0,04-08-2013,9,167,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,0,3,11,1
3525,55,1970,Graduation,Together,"₹ 38,200.00",1,1,07-12-2012,19,17,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
3526,57,1968,PhD,Married,"₹ 38,443.00",1,1,27-01-2014,58,38,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0
3535,60,1965,Graduation,Single,"₹ 66,294.00",0,0,17-03-2014,68,967,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,3,11,0
3536,65,1960,Graduation,Together,"₹ 19,740.00",0,1,24-03-2013,65,55,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,3,11,0
3537,44,1981,Graduation,Together,"₹ 31,089.00",1,0,17-08-2012,57,79,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,3,11,0
3547,56,1969,Master,Together,"₹ 41,021.00",1,0,30-12-2012,12,64,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,0,3,11,1
3551,71,1954,Master,Together,"₹ 60,033.00",0,1,29-03-2014,28,198,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,3,11,0
3559,37,1988,2n Cycle,Married,"₹ 16,248.00",1,0,10-05-2014,77,57,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,3,11,0
3560,73,1952,Graduation,Together,"₹ 83,844.00",0,0,12-05-2013,57,"1,574.00",901,31,345,75,31,191,1,4,4,11,1,1,0,0,1,0,0,0,3,11,0
3565,70,1955,Master,Married,"₹ 38,452.00",1,1,30-03-2014,62,72,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,3,11,0
3570,56,1969,PhD,Together,"₹ 42,731.00",1,0,21-10-2013,64,244,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,3,11,0
3571,64,1961,PhD,Together,"₹ 63,342.00",0,1,16-10-2012,48,"1,101.00",918,21,118,13,10,21,3,8,3,5,6,1,0,1,0,0,0,0,3,11,1
3578,76,1949,Graduation,Divorced,"₹ 49,160.00",0,1,20-10-2013,29,236,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,3,11,0
3584,70,1955,PhD,Single,"₹ 49,667.00",0,0,20-08-2012,35,"1,396.00",1181,26,120,17,13,39,2,5,10,5,8,1,1,0,0,0,0,0,3,11,1
3594,52,1973,Master,Married,"₹ 54,108.00",1,1,05-11-2012,74,747,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,3,11,0
